index,image_link,group_id,entity_name,description
64,https://m.media-amazon.com/images/I/61G8bvWOb-L.jpg,701880,maximum_weight_recommendation," In the Box 25mm 134mm Handle x 1 68.3mm Specifications ID 4153 Compatibility Cage, plate, etc. mount for ARRI-style Product Dimensions 134.0  68.3  27.8mm Package Dimensions 155.0 x 81.5x 42.0mm Product Weight. 156.0  5g Package Weight 192.2  5g Material(s) Aluminum Alloy"
65,https://m.media-amazon.com/images/I/61O+Yi09tyL.jpg,507467,voltage, NEW1R20SDESERTTAN SMALLBOTMIGHTY ALL-IN-ONE RECHARGEABLE KEYCHAIN LIGHT 150LUMENS
66,https://m.media-amazon.com/images/I/61lX6IP1SVL.jpg,296366,item_weight," 4ACURRENT.MORE STABLE FORCHARGING IT TAKES ABOUT 9O MINUTES TO FULLY CHARGE THREE BAT. TERIESATONCE OUTPUT: DC 17.6V, 12A (EACH CHANNEL 17.6V, 4A)"
67,https://m.media-amazon.com/images/I/71Qk6hR9-WL.jpg,219211,wattage, 80 80PLUS CERTIFICATE PLUS LONG CONNECTOR CABLES 12CM FAN 500WATTS
68,https://m.media-amazon.com/images/I/71Qk6hR9-WL.jpg,219211,item_weight, 80 80PLUS CERTIFICATE PLUS LONG CONNECTOR CABLES 12CM FAN 500WATTS
69,https://m.media-amazon.com/images/I/71UN1IxKp4L.jpg,254962,item_weight, COMMERCIAL GRADE STEEL Excellent weight capacity
70,https://m.media-amazon.com/images/I/71UN1IxKp4L.jpg,254962,maximum_weight_recommendation, COMMERCIAL GRADE STEEL Excellent weight capacity
71,https://m.media-amazon.com/images/I/71UYDq4nfnL.jpg,525429,voltage, 40LB LARGE CAPACITY 8 Mins Fast Ice Making Freezimer New Design and Premium Quality
72,https://m.media-amazon.com/images/I/71UYDq4nfnL.jpg,525429,wattage, 40LB LARGE CAPACITY 8 Mins Fast Ice Making Freezimer New Design and Premium Quality
73,https://m.media-amazon.com/images/I/71WAjPMQDWL.jpg,525429,voltage, Specifications Ice Maker CN/OFF ELEC aLOCX THE Color :Stainless steel Product dimensions:11.7*14.4*14.8 in Ice Store Capacity : 2.2 Ibs Capacity of making ice : 33 Ibs/day Power Rate:110W Water tank capacity : 3.2L
74,https://m.media-amazon.com/images/I/71WAjPMQDWL.jpg,525429,wattage, Specifications Ice Maker CN/OFF ELEC aLOCX THE Color :Stainless steel Product dimensions:11.7*14.4*14.8 in Ice Store Capacity : 2.2 Ibs Capacity of making ice : 33 Ibs/day Power Rate:110W Water tank capacity : 3.2L
75,https://m.media-amazon.com/images/I/71afEPoRGsL.jpg,701880,maximum_weight_recommendation," canon PHOTO ACCESSORIES Deluxe Ball Head 10 T-0007 SPECIFICATIONS: OHeavy-duty metal construction ODesigned for a wide range of photo enthusiasts Single-action large handle for fast and precise positioning Exceptionally smooth rotation and positive locking handle lncorporates1/4""tripodscrew Weight:1.1lbs Color:Black"
76,https://m.media-amazon.com/images/I/71afEPoRGsL.jpg,701880,item_weight," canon PHOTO ACCESSORIES Deluxe Ball Head 10 T-0007 SPECIFICATIONS: OHeavy-duty metal construction ODesigned for a wide range of photo enthusiasts Single-action large handle for fast and precise positioning Exceptionally smooth rotation and positive locking handle lncorporates1/4""tripodscrew Weight:1.1lbs Color:Black"
77,https://m.media-amazon.com/images/I/71eCfiIG-AL.jpg,275506,item_weight," Sports headphones You Can't shakeit off when you're exercising clip-on type Not into the ear canal More comfortable to wear Big Horn High moving circle, surging sound field Asingle4.7g Bluetooth 5.3 Sync sound effects Lightweight design Chip transfer speed The sound is synchronized increased by 90% with the game sound 24h 480h ~ 1h Extralong endurance Extra long standby Smart charging (used with charging cabin) (used with charging cabin)"
78,https://m.media-amazon.com/images/I/71fWddA0+yL.jpg,318770,wattage, Max 60w Power Delivery Fast charging your UsB-C laptop 100%Charged 20V/3A (Max)
79,https://m.media-amazon.com/images/I/71ta6wY3HtL.jpg,983323,voltage, OR AC cable 85-265v100w Heatsink and chip 12V-1A Power 12V-1A Power Power adapter supply adapter or LED drive Assembly Display Fan drive
80,https://m.media-amazon.com/images/I/71ta6wY3HtL.jpg,983323,wattage, OR AC cable 85-265v100w Heatsink and chip 12V-1A Power 12V-1A Power Power adapter supply adapter or LED drive Assembly Display Fan drive
81,https://m.media-amazon.com/images/I/71v+pim0lfL.jpg,529489,item_weight, Product Information Specifications: Material: Premium Beech Wood Size: 50*13.5*11cm/ 19.7*13.5*4.1inch Rod Diameter: 3.8cm / 1.5inch Weight: 2.1KG / 4.6lbs Load Bearing: 300KG / 660lbs Large Size: 16.9in/43cm -4.1in/10.5cm- Yamyshine 19.7in/50cm 5.3in/13.5cm
82,https://m.media-amazon.com/images/I/71v+pim0lfL.jpg,529489,maximum_weight_recommendation, Product Information Specifications: Material: Premium Beech Wood Size: 50*13.5*11cm/ 19.7*13.5*4.1inch Rod Diameter: 3.8cm / 1.5inch Weight: 2.1KG / 4.6lbs Load Bearing: 300KG / 660lbs Large Size: 16.9in/43cm -4.1in/10.5cm- Yamyshine 19.7in/50cm 5.3in/13.5cm
83,https://m.media-amazon.com/images/I/81IYdOV0mVL.jpg,721522,maximum_weight_recommendation, homecare Applicable to mu tiple equipment Ruedamann Wheelchairs Cars Scooters Cleaning robot Capacity: 1500LBS
84,https://m.media-amazon.com/images/I/81PG3ea0MOL.jpg,240413,voltage, R NEMIX RAM 16GB (2 x 8GB) DDR4 3200MHz PC4-25600 ECC UDIMM  ATTENTION ELECTROSTATIC SENSITIVE DEVICE ME25600-818 LIFETIME WARRANTY BB. B.
85,https://m.media-amazon.com/images/I/81aZ2ozp1GL.jpg,805279,maximum_weight_recommendation, 500LBS SALPINE
86,https://m.media-amazon.com/images/I/81qUmRUUTTL.jpg,603688,maximum_weight_recommendation, ENJOY SLEDDINGFUN WITH YOUR FAMILIES&FRIENDS 350 LBS <350 LBS
87,https://m.media-amazon.com/images/I/81qUmRUUTTL.jpg,603688,item_weight, ENJOY SLEDDINGFUN WITH YOUR FAMILIES&FRIENDS 350 LBS <350 LBS
