image_link,group_id,entity_name,entity_value
https://m.media-amazon.com/images/I/61wiLyqPcDL.jpg,107694,item_weight,"[30.0, 55.0] pound"
https://m.media-amazon.com/images/I/61CUS5V2zaL.jpg,107915,height,34.0 inch
https://m.media-amazon.com/images/I/615705iq-UL.jpg,107915,height,35.25 inch
https://m.media-amazon.com/images/I/613v0inhjPL.jpg,107915,depth,60.0 centimetre
https://m.media-amazon.com/images/I/516kIMVd3lL.jpg,107915,height,90.0 centimetre
https://m.media-amazon.com/images/I/618a3ZomX8L.jpg,107915,height,34.0 inch
https://m.media-amazon.com/images/I/61+qBl4lbZL.jpg,107915,depth,125.0 centimetre
https://m.media-amazon.com/images/I/610d7EEijLL.jpg,107915,height,34.0 inch
https://m.media-amazon.com/images/I/61a7FlSGYkL.jpg,107915,item_weight,15.0 kilogram
https://m.media-amazon.com/images/I/51KQYb79V2L.jpg,107915,height,81.5 centimetre
https://m.media-amazon.com/images/I/613v0inhjPL.jpg,107915,height,60.0 centimetre
https://m.media-amazon.com/images/I/51p84vAQK8L.jpg,108478,depth,25.0 centimetre
https://m.media-amazon.com/images/I/51RWdpCN4fL.jpg,108478,width,19.0 centimetre
https://m.media-amazon.com/images/I/51kvreZ-02L.jpg,108478,depth,200.0 centimetre
https://m.media-amazon.com/images/I/51p84vAQK8L.jpg,108478,height,43.0 centimetre
https://m.media-amazon.com/images/I/51bkX7i1p7L.jpg,108478,depth,8.9 inch
https://m.media-amazon.com/images/I/51WLEL4UZhL.jpg,108478,depth,38.0 centimetre
https://m.media-amazon.com/images/I/51bL4D-7N2L.jpg,108478,width,160.0 millimetre
https://m.media-amazon.com/images/I/51lYwz82LqL.jpg,108478,height,46.0 centimetre
https://m.media-amazon.com/images/I/6173tgtl3BL.jpg,108478,width,55.0 centimetre
https://m.media-amazon.com/images/I/41-CTztvfuL.jpg,108478,width,30.0 centimetre
https://m.media-amazon.com/images/I/6164tdVgKzL.jpg,110833,width,18.0 centimetre
https://m.media-amazon.com/images/I/51ZuhZ4G1EL.jpg,110833,width,176.0 millimetre
https://m.media-amazon.com/images/I/51U85RnyjFL.jpg,110833,height,33.0 centimetre
https://m.media-amazon.com/images/I/61-JI+6uxvL.jpg,110833,width,8.5 inch
https://m.media-amazon.com/images/I/61-pI3ePOvL.jpg,110833,depth,230.0 millimetre
https://m.media-amazon.com/images/I/51PWwBX7JVL.jpg,110833,height,6.5 inch
https://m.media-amazon.com/images/I/51rFZ-wJgoL.jpg,110833,width,17.0 centimetre
https://m.media-amazon.com/images/I/51vJq6O+LGS.jpg,110833,height,26.5 centimetre
https://m.media-amazon.com/images/I/61EffMDIBtL.jpg,110833,height,8.0 inch
https://m.media-amazon.com/images/I/51grSBwa21L.jpg,110833,height,31.0 centimetre
https://m.media-amazon.com/images/I/51OVicUF+lL.jpg,111572,width,6.8 inch
https://m.media-amazon.com/images/I/61D8yDYFxqL.jpg,111572,width,17.2 centimetre
https://m.media-amazon.com/images/I/61D+v63tY9L.jpg,111572,depth,50.0 centimetre
https://m.media-amazon.com/images/I/51ESNIUInFL.jpg,111572,width,6.7 centimetre
https://m.media-amazon.com/images/I/51HAi2bVdzL.jpg,111572,depth,21.0 centimetre
https://m.media-amazon.com/images/I/51T5gB-gpML.jpg,111572,width,8.0 inch
https://m.media-amazon.com/images/I/616wX4cdvVL.jpg,111572,depth,210.0 millimetre
https://m.media-amazon.com/images/I/61+Rvk-402L.jpg,113134,height,7.0 centimetre
https://m.media-amazon.com/images/I/41XSAU5gSEL.jpg,113134,width,5.0 centimetre
https://m.media-amazon.com/images/I/51mLdvVmGzL.jpg,113134,depth,4.0 centimetre
https://m.media-amazon.com/images/I/514jl8FAQ+L.jpg,113134,width,2.8 inch
https://m.media-amazon.com/images/I/51tRRi7xRpS.jpg,113134,height,50.0 centimetre
https://m.media-amazon.com/images/I/51WO1Xq1X4L.jpg,113134,depth,8.5 centimetre
https://m.media-amazon.com/images/I/41ifJln35+L.jpg,113134,depth,2.08 inch
https://m.media-amazon.com/images/I/617y9SCJmjL.jpg,113134,width,9.0 centimetre
https://m.media-amazon.com/images/I/619wIHlhE+L.jpg,113134,depth,50.0 centimetre
https://m.media-amazon.com/images/I/51B+Dg2Uy7L.jpg,113134,depth,18.0 centimetre
https://m.media-amazon.com/images/I/5149ifYhDwL.jpg,115666,height,24.0 inch
https://m.media-amazon.com/images/I/51TCpo2G4CL.jpg,115666,height,45.0 centimetre
https://m.media-amazon.com/images/I/51uAiDF4jEL.jpg,115666,width,59.0 inch
https://m.media-amazon.com/images/I/51mfUg2jfxS.jpg,115666,height,50.0 centimetre
https://m.media-amazon.com/images/I/41LlASCukqL.jpg,115666,width,110.0 centimetre
https://m.media-amazon.com/images/I/51E+uSp-MqL.jpg,115666,width,53.0 inch
https://m.media-amazon.com/images/I/51sOdGiQQfL.jpg,115666,height,17.32 inch
https://m.media-amazon.com/images/I/51G+OZSmTBS.jpg,115666,height,17.7 inch
https://m.media-amazon.com/images/I/51JkU8Ji3CL.jpg,115666,width,110.0 centimetre
https://m.media-amazon.com/images/I/618SOt9qc1L.jpg,115666,height,18.0 inch
https://m.media-amazon.com/images/I/51EtuzLfboL.jpg,116155,depth,230.0 millimetre
https://m.media-amazon.com/images/I/51A9+vy1bIL.jpg,116155,width,7.0 centimetre
https://m.media-amazon.com/images/I/613+papUoDL.jpg,116155,depth,115.0 millimetre
https://m.media-amazon.com/images/I/51Bo4OnjT+L.jpg,116155,depth,24.0 millimetre
https://m.media-amazon.com/images/I/617LwpYVntL.jpg,116155,width,9.0 millimetre
https://m.media-amazon.com/images/I/61CZ5MjPRtL.jpg,116155,width,9.53 millimetre
https://m.media-amazon.com/images/I/51YKdk7HrxL.jpg,116155,depth,20.0 centimetre
https://m.media-amazon.com/images/I/51PgvR+SawL.jpg,116155,depth,19.68 inch
https://m.media-amazon.com/images/I/616TFrYncLL.jpg,116155,width,1.0 inch
https://m.media-amazon.com/images/I/61DTVGHFmzL.jpg,116155,depth,78.0 millimetre
https://m.media-amazon.com/images/I/51cbApFzzeS.jpg,119607,depth,40.0 centimetre
https://m.media-amazon.com/images/I/61CE4ghyEkL.jpg,119607,depth,10.0 centimetre
https://m.media-amazon.com/images/I/611ZMe0yOTL.jpg,119607,width,22.8 centimetre
https://m.media-amazon.com/images/I/6127dl0OxYL.jpg,119607,width,20.0 centimetre
https://m.media-amazon.com/images/I/614gFFig29L.jpg,119607,width,26.0 centimetre
https://m.media-amazon.com/images/I/51Tb5Kkpj3L.jpg,119607,depth,45.0 centimetre
https://m.media-amazon.com/images/I/51qmL0tpKfL.jpg,119607,width,17.3 inch
https://m.media-amazon.com/images/I/6164GbmbQXL.jpg,119607,depth,31.0 centimetre
https://m.media-amazon.com/images/I/61FnnWPmuZL.jpg,119607,width,6.0 inch
https://m.media-amazon.com/images/I/618Tj0xkbTL.jpg,119607,depth,32.0 centimetre
https://m.media-amazon.com/images/I/71UZFMjQETL.jpg,120219,maximum_weight_recommendation,3.8 ounce
https://m.media-amazon.com/images/I/610aFYgPDCL.jpg,120219,width,2.75 inch
https://m.media-amazon.com/images/I/612ekbgiuaL.jpg,120219,width,23.0 centimetre
https://m.media-amazon.com/images/I/51WYbbRsc-L.jpg,120219,height,4.3 inch
https://m.media-amazon.com/images/I/61Y9umkRkHL.jpg,120219,maximum_weight_recommendation,2.0 milligram
https://m.media-amazon.com/images/I/51WGBUij41L.jpg,120219,item_weight,56.0 kilogram
https://m.media-amazon.com/images/I/614w4z5vNlL.jpg,120219,height,33.5 centimetre
https://m.media-amazon.com/images/I/61-KwB0jg4L.jpg,120219,maximum_weight_recommendation,40.0 pound
https://m.media-amazon.com/images/I/61+ZhX2pTUL.jpg,120219,maximum_weight_recommendation,82.0 gram
https://m.media-amazon.com/images/I/71XbhaPPHmL.jpg,120219,maximum_weight_recommendation,7550.0 gram
https://m.media-amazon.com/images/I/61DgPRU3WrL.jpg,120488,width,145.0 millimetre
https://m.media-amazon.com/images/I/51knbfqTQlL.jpg,120488,height,20.5 centimetre
https://m.media-amazon.com/images/I/41-RXXbWiEL.jpg,120488,height,10.0 inch
https://m.media-amazon.com/images/I/618OvwBUuYL.jpg,120488,width,27.0 centimetre
https://m.media-amazon.com/images/I/51rrtA9EuUL.jpg,120488,height,170.0 millimetre
https://m.media-amazon.com/images/I/51ye+7gR0SL.jpg,120488,width,180.0 millimetre
https://m.media-amazon.com/images/I/6100kQQ0JFL.jpg,120488,height,7.5 inch
https://m.media-amazon.com/images/I/51NHHDFTk-L.jpg,120488,width,61.0 centimetre
https://m.media-amazon.com/images/I/61DdoCJNG8L.jpg,120488,height,40.0 inch
https://m.media-amazon.com/images/I/615H2B82pZL.jpg,120488,height,5.91 inch
https://m.media-amazon.com/images/I/419dI2wCkhL.jpg,120569,item_weight,60.0 gram
https://m.media-amazon.com/images/I/618mLaCnWmL.jpg,120569,item_weight,60.0 gram
https://m.media-amazon.com/images/I/71xh6aml7QL.jpg,120569,item_weight,50.0 milligram
https://m.media-amazon.com/images/I/71jT++lVvnL.jpg,120569,item_weight,6.0 pound
https://m.media-amazon.com/images/I/41jwE59XBDL.jpg,120569,item_volume,300.0 millilitre
https://m.media-amazon.com/images/I/615QZszMlaL.jpg,120569,item_weight,2.0 kilogram
https://m.media-amazon.com/images/I/617PdJuk4QL.jpg,120569,item_volume,90.0 millilitre
https://m.media-amazon.com/images/I/818exAw1HNL.jpg,120569,item_weight,200.0 milligram
https://m.media-amazon.com/images/I/71xtfFhZTYL.jpg,120569,item_weight,24.0 gram
https://m.media-amazon.com/images/I/8144A+0HimL.jpg,120569,item_weight,10.6 ounce
https://m.media-amazon.com/images/I/619sN4Gm11L.jpg,123238,depth,70.0 centimetre
https://m.media-amazon.com/images/I/61AE1azKzNL.jpg,123238,depth,50.0 centimetre
https://m.media-amazon.com/images/I/41aOHOB0hGS.jpg,123238,depth,62.0 centimetre
https://m.media-amazon.com/images/I/61BXZaxEeIL.jpg,123238,depth,76.0 centimetre
https://m.media-amazon.com/images/I/51Ihk1ZmxlL.jpg,123238,width,70.0 centimetre
https://m.media-amazon.com/images/I/51vpkKASiwL.jpg,123238,width,50.0 centimetre
https://m.media-amazon.com/images/I/61D6UVYwxOL.jpg,123238,depth,26.38 inch
https://m.media-amazon.com/images/I/61D2q2TBMDL.jpg,123238,depth,27.5 inch
https://m.media-amazon.com/images/I/51Dx6m7tO1L.jpg,123238,depth,90.0 centimetre
https://m.media-amazon.com/images/I/51tNTgGggvL.jpg,123238,width,40.0 centimetre
https://m.media-amazon.com/images/I/71rZIIDfcBL.jpg,124643,wattage,60.0 watt
https://m.media-amazon.com/images/I/71NfUYgSwrL.jpg,124643,wattage,15.0 watt
https://m.media-amazon.com/images/I/613Ek+nCGrS.jpg,124643,wattage,18.0 watt
https://m.media-amazon.com/images/I/41mycuf3l6L.jpg,124643,height,7.0 centimetre
https://m.media-amazon.com/images/I/51b+cuZRKVL.jpg,124643,wattage,18.0 watt
https://m.media-amazon.com/images/I/714rrdfe2rL.jpg,124643,wattage,60.0 watt
https://m.media-amazon.com/images/I/71MI0syCfeL.jpg,124643,wattage,11.0 watt
https://m.media-amazon.com/images/I/51oHBySfebS.jpg,124643,wattage,"[85.0, 95.0] watt"
https://m.media-amazon.com/images/I/61V79+5wWZL.jpg,124643,wattage,24.0 watt
https://m.media-amazon.com/images/I/71XS7bTu0xL.jpg,124643,wattage,30.0 watt
https://m.media-amazon.com/images/I/616GJYfIUKL.jpg,125037,depth,100.0 centimetre
https://m.media-amazon.com/images/I/511G0s67HJL.jpg,125037,depth,11.0 centimetre
https://m.media-amazon.com/images/I/616G70+VqtL.jpg,125037,depth,157.0 millimetre
https://m.media-amazon.com/images/I/613rdxbcuXL.jpg,125037,depth,157.0 millimetre
https://m.media-amazon.com/images/I/51SMuIjmHNL.jpg,125037,width,86.0 millimetre
https://m.media-amazon.com/images/I/617BDpT654L.jpg,125037,depth,4.56 inch
https://m.media-amazon.com/images/I/51jP6U4qf4L.jpg,125037,depth,146.0 millimetre
https://m.media-amazon.com/images/I/61D8pKH30SL.jpg,125037,depth,67.0 millimetre
https://m.media-amazon.com/images/I/51koAw2xFoL.jpg,125037,width,2.0 inch
https://m.media-amazon.com/images/I/51BIQw1D9eL.jpg,125037,width,11.8 centimetre
https://m.media-amazon.com/images/I/41G36miPNSL.jpg,126471,depth,183.0 centimetre
https://m.media-amazon.com/images/I/41vrWTr5wzL.jpg,126471,width,18.0 inch
https://m.media-amazon.com/images/I/41KoN3woqWL.jpg,126471,depth,203.0 centimetre
https://m.media-amazon.com/images/I/61EHAVi8qBL.jpg,126471,depth,38.0 inch
https://m.media-amazon.com/images/I/5111sSBOi1L.jpg,126471,width,60.0 centimetre
https://m.media-amazon.com/images/I/619OUGHn++L.jpg,126471,width,46.0 centimetre
https://m.media-amazon.com/images/I/51inWFzRUgS.jpg,126471,width,70.0 centimetre
https://m.media-amazon.com/images/I/51-lcYQzzJL.jpg,126471,width,39.0 inch
https://m.media-amazon.com/images/I/616f6fL+TQL.jpg,126471,width,40.0 centimetre
https://m.media-amazon.com/images/I/614Wf-yXxdL.jpg,126471,width,200.0 centimetre
https://m.media-amazon.com/images/I/615Y9-tKB-L.jpg,127145,width,1.8 metre
https://m.media-amazon.com/images/I/51NsVXQMzrL.jpg,127145,height,70.0 centimetre
https://m.media-amazon.com/images/I/51y2wM4bSMS.jpg,127145,width,109.0 centimetre
https://m.media-amazon.com/images/I/51aS3L3bgYL.jpg,127145,depth,283.0 centimetre
https://m.media-amazon.com/images/I/618atG0btwL.jpg,127207,width,49.0 centimetre
https://m.media-amazon.com/images/I/51NV8NQpSnL.jpg,127207,width,17.0 centimetre
https://m.media-amazon.com/images/I/51NOiVLaNWL.jpg,127207,height,42.0 centimetre
https://m.media-amazon.com/images/I/618gf0p+d3L.jpg,127207,height,13.0 centimetre
https://m.media-amazon.com/images/I/61ABwSJIIkL.jpg,127207,height,52.0 inch
https://m.media-amazon.com/images/I/51ihetkS4ML.jpg,127207,height,55.0 centimetre
https://m.media-amazon.com/images/I/618Zz9-lm4L.jpg,127207,height,13.0 centimetre
https://m.media-amazon.com/images/I/6144mmbbLIL.jpg,127207,height,87.5 centimetre
https://m.media-amazon.com/images/I/51gP9FWsZ+L.jpg,127207,width,44.0 centimetre
https://m.media-amazon.com/images/I/51h2sXKdMQL.jpg,127207,height,136.0 centimetre
https://m.media-amazon.com/images/I/51CrORYV+TS.jpg,129446,height,6.3 centimetre
https://m.media-amazon.com/images/I/51Cxqi6BvTL.jpg,129446,height,110.0 millimetre
https://m.media-amazon.com/images/I/613KbxCuRuL.jpg,129446,width,9.0 inch
https://m.media-amazon.com/images/I/51Gl0hP6KAL.jpg,129446,height,21.5 centimetre
https://m.media-amazon.com/images/I/514n2viMlCL.jpg,129446,height,14.0 centimetre
https://m.media-amazon.com/images/I/610YOXamI2L.jpg,129446,height,17.0 centimetre
https://m.media-amazon.com/images/I/51-l5rw5KaL.jpg,129446,width,630.0 millimetre
https://m.media-amazon.com/images/I/51OKgDrPN+L.jpg,129446,height,12.0 centimetre
https://m.media-amazon.com/images/I/61EXcR6CfRL.jpg,129446,width,24.0 centimetre
https://m.media-amazon.com/images/I/61-fDIwxouL.jpg,129446,width,30.0 centimetre
https://m.media-amazon.com/images/I/51veqO1ElRL.jpg,130202,depth,28.0 centimetre
https://m.media-amazon.com/images/I/41m8lYjWYgS.jpg,130202,depth,30.0 centimetre
https://m.media-amazon.com/images/I/614XzMyRpPL.jpg,130202,width,2.0 inch
https://m.media-amazon.com/images/I/61+m8YKaDnL.jpg,130202,depth,3.15 inch
https://m.media-amazon.com/images/I/41ePi81CB3S.jpg,130202,width,13.5 centimetre
https://m.media-amazon.com/images/I/517UlKDx-7L.jpg,130202,depth,325.0 millimetre
https://m.media-amazon.com/images/I/51+wvDC+q2L.jpg,130202,depth,12.0 inch
https://m.media-amazon.com/images/I/512WUyFKBuL.jpg,130202,width,5.0 centimetre
https://m.media-amazon.com/images/I/51RIZ32s0eL.jpg,130202,width,6.0 inch
https://m.media-amazon.com/images/I/513OiUO-cZL.jpg,130202,depth,3.9 inch
https://m.media-amazon.com/images/I/51ZPZVZIoBL.jpg,130591,item_weight,6.019 kilogram
https://m.media-amazon.com/images/I/71lbmVtEydL.jpg,130591,item_weight,1140.0 gram
https://m.media-amazon.com/images/I/612cMrWpisL.jpg,130591,depth,190.0 centimetre
https://m.media-amazon.com/images/I/717l606qkaL.jpg,130591,item_weight,220 pound
https://m.media-amazon.com/images/I/81rzrNQP5jL.jpg,130591,item_weight,136.0 kilogram
https://m.media-amazon.com/images/I/91xiRkFgcLL.jpg,130591,item_weight,460.0 gram
https://m.media-amazon.com/images/I/51XE0PfAxOL.jpg,130591,item_weight,7.0 kilogram
https://m.media-amazon.com/images/I/51Ur9Fjd6fL.jpg,130591,item_weight,6.65 kilogram
https://m.media-amazon.com/images/I/51EUSUOqZ9L.jpg,130591,depth,75.0 inch
https://m.media-amazon.com/images/I/519ScpM1gJL.jpg,130591,item_weight,3.87 kilogram
https://m.media-amazon.com/images/I/616WgimWIFL.jpg,131797,depth,12.0 inch
https://m.media-amazon.com/images/I/51liNzxVDNL.jpg,131797,height,2.0 centimetre
https://m.media-amazon.com/images/I/61CUYyZcmuL.jpg,131797,height,1.4 centimetre
https://m.media-amazon.com/images/I/61DQvzSYaYL.jpg,131797,depth,6.0 inch
https://m.media-amazon.com/images/I/51M3TKm5BrL.jpg,131797,depth,135.0 millimetre
https://m.media-amazon.com/images/I/51Xxci1wlEL.jpg,131797,depth,5.0 inch
https://m.media-amazon.com/images/I/61BlYmIFVYL.jpg,131797,height,0.8 inch
https://m.media-amazon.com/images/I/51Bev8C9EhS.jpg,131797,depth,17.0 centimetre
https://m.media-amazon.com/images/I/51-PYiVoxmL.jpg,131797,depth,7.0 inch
https://m.media-amazon.com/images/I/51SdX7lnnEL.jpg,131797,depth,185.0 millimetre
https://m.media-amazon.com/images/I/61C-8Avs9cL.jpg,132401,width,45.0 centimetre
https://m.media-amazon.com/images/I/51q9kIEz0DL.jpg,132401,depth,30.0 inch
https://m.media-amazon.com/images/I/51+PPbhs-QS.jpg,132401,depth,56.0 centimetre
https://m.media-amazon.com/images/I/51TH7YW4HES.jpg,132401,item_weight,200.0 gram
https://m.media-amazon.com/images/I/619LC7nuCfL.jpg,132401,depth,39.0 inch
https://m.media-amazon.com/images/I/61iU+CX3pdL.jpg,132401,item_weight,0.42 pound
https://m.media-amazon.com/images/I/61EuqWlcdeL.jpg,132401,item_weight,2.4 pound
https://m.media-amazon.com/images/I/611bSGo11CL.jpg,132401,depth,190.0 centimetre
https://m.media-amazon.com/images/I/51a8K6CVHUL.jpg,132401,width,37.0 centimetre
https://m.media-amazon.com/images/I/51+qEUI0WhL.jpg,132401,width,25.0 centimetre
https://m.media-amazon.com/images/I/51+9NgtubZS.jpg,139652,width,30.0 centimetre
https://m.media-amazon.com/images/I/612ORfzBmjS.jpg,139652,depth,40.0 centimetre
https://m.media-amazon.com/images/I/614f71Rvn5L.jpg,139652,width,40.0 centimetre
https://m.media-amazon.com/images/I/613ZPohxTCL.jpg,139652,depth,20.0 inch
https://m.media-amazon.com/images/I/613cInhxmCL.jpg,139652,width,9.5 inch
https://m.media-amazon.com/images/I/51TYdINv7WL.jpg,139652,width,9.8 inch
https://m.media-amazon.com/images/I/51ZQjU7R+xL.jpg,139652,depth,9.25 inch
https://m.media-amazon.com/images/I/51F+OeO1j5L.jpg,139652,width,50.0 centimetre
https://m.media-amazon.com/images/I/51aINhlthxL.jpg,139652,depth,46.0 inch
https://m.media-amazon.com/images/I/61Agska6PoL.jpg,139652,width,21.0 centimetre
https://m.media-amazon.com/images/I/51ypsiyQ2nL.jpg,140266,width,4.0 inch
https://m.media-amazon.com/images/I/51x5186AisL.jpg,140266,width,10.0 centimetre
https://m.media-amazon.com/images/I/51JG-r+5M+L.jpg,140266,depth,15.0 centimetre
https://m.media-amazon.com/images/I/71U8pDE20OL.jpg,140266,voltage,"[12.0, 24.0] volt"
https://m.media-amazon.com/images/I/51YtXARJS1S.jpg,140266,depth,8.26 inch
https://m.media-amazon.com/images/I/6155THTlxgL.jpg,140266,voltage,5.0 volt
https://m.media-amazon.com/images/I/51p-PTJI34L.jpg,140266,width,8.0 centimetre
https://m.media-amazon.com/images/I/811bqOohskL.jpg,140266,item_weight,128.0 ounce
https://m.media-amazon.com/images/I/81WZnS7ZLcL.jpg,140266,item_weight,0.0 ounce
https://m.media-amazon.com/images/I/71xPukYweAL.jpg,140266,voltage,3.7 volt
https://m.media-amazon.com/images/I/61G-4Sd6D7L.jpg,141308,height,4.8 centimetre
https://m.media-amazon.com/images/I/61G4hn4yZhL.jpg,141308,depth,28.0 centimetre
https://m.media-amazon.com/images/I/51VrSQfe76L.jpg,141308,depth,28.0 inch
https://m.media-amazon.com/images/I/51y3gvHdJeL.jpg,141308,width,24.0 centimetre
https://m.media-amazon.com/images/I/51wFCOfGuYL.jpg,141308,height,18.0 centimetre
https://m.media-amazon.com/images/I/51P5NjSnQUS.jpg,141308,depth,48.0 centimetre
https://m.media-amazon.com/images/I/51Rn8rSbWOL.jpg,141308,height,19.0 centimetre
https://m.media-amazon.com/images/I/51ZvB8V7VTL.jpg,141308,depth,13.0 inch
https://m.media-amazon.com/images/I/51NsAI2DX-L.jpg,141308,depth,31.0 centimetre
https://m.media-amazon.com/images/I/61F+lDkP-vL.jpg,141308,depth,320.0 millimetre
https://m.media-amazon.com/images/I/51KJoW1W6VL.jpg,142748,height,8.0 foot
https://m.media-amazon.com/images/I/318pNBWjcEL.jpg,142748,height,245.0 centimetre
https://m.media-amazon.com/images/I/615J38N7m7L.jpg,142748,width,132.0 centimetre
https://m.media-amazon.com/images/I/611Gp7Z4h+L.jpg,142748,height,210.0 centimetre
https://m.media-amazon.com/images/I/614Qv+RaE3L.jpg,142748,height,33.5 inch
https://m.media-amazon.com/images/I/41ENuM1u7VS.jpg,142748,width,93.0 centimetre
https://m.media-amazon.com/images/I/6127MnfgcxL.jpg,142748,height,235.0 centimetre
https://m.media-amazon.com/images/I/51KnqnWi3AL.jpg,142748,width,42.0 inch
https://m.media-amazon.com/images/I/612pJ-PITfL.jpg,142748,height,11.8 inch
https://m.media-amazon.com/images/I/51CLzBACiwL.jpg,142748,width,89.0 inch
https://m.media-amazon.com/images/I/617EKdM5xML.jpg,144184,depth,12.0 inch
https://m.media-amazon.com/images/I/51cQcDrWIyL.jpg,144184,depth,2.0 metre
https://m.media-amazon.com/images/I/51F0wlRGcYL.jpg,144184,width,0.6 metre
https://m.media-amazon.com/images/I/51y-Q1oYCrL.jpg,144184,depth,2.0 metre
https://m.media-amazon.com/images/I/6152rNagKvL.jpg,144184,depth,30.0 centimetre
https://m.media-amazon.com/images/I/51ii0LuFPOL.jpg,144184,depth,457.0 centimetre
https://m.media-amazon.com/images/I/51da5ZXrt2L.jpg,144184,width,2.0 metre
https://m.media-amazon.com/images/I/51Dc17Nur9L.jpg,144184,width,2.0 metre
https://m.media-amazon.com/images/I/51BikZaqKML.jpg,144184,depth,50.0 centimetre
https://m.media-amazon.com/images/I/61BUXK29ROL.jpg,144184,depth,261.0 centimetre
https://m.media-amazon.com/images/I/615o9OXKfhL.jpg,145452,width,3.54 inch
https://m.media-amazon.com/images/I/615Pz2OMu1S.jpg,145452,item_weight,198.0 gram
https://m.media-amazon.com/images/I/611UG+8tlnL.jpg,145452,width,6.3 inch
https://m.media-amazon.com/images/I/71JrUrnIuTL.jpg,145452,item_weight,280.0 gram
https://m.media-amazon.com/images/I/51OmktDuy6L.jpg,145452,item_weight,179.0 gram
https://m.media-amazon.com/images/I/61AcabvILpL.jpg,145452,item_weight,378.5 gram
https://m.media-amazon.com/images/I/61ENaMZtr3L.jpg,145452,width,3.5 inch
https://m.media-amazon.com/images/I/41x7QWYsTuL.jpg,145452,width,12.5 centimetre
https://m.media-amazon.com/images/I/517WiYwQn9L.jpg,145452,width,6.5 centimetre
https://m.media-amazon.com/images/I/51TelYrnNFL.jpg,145452,item_weight,328.0 gram
https://m.media-amazon.com/images/I/51+bh7+b3+L.jpg,145486,depth,4.3 centimetre
